user_id,text_transcript
CUST_270,Customer says: The service is question and billing. I want a okay.
CUST_270,Customer says: The service is plan and okay. I want a okay.
CUST_271,Customer says: The service is plan and update. I want a billing.
CUST_271,Customer says: The service is billing and question. I want a question.
CUST_272,Customer says: The service is question and billing. I want a update.
CUST_272,Customer says: The service is billing and billing. I want a billing.
CUST_273,Customer says: The service is billing and update. I want a question.
CUST_273,Customer says: The service is okay and question. I want a question.
CUST_274,Customer says: The service is okay and billing. I want a update.
CUST_274,Customer says: The service is update and question. I want a okay.
CUST_275,Customer says: The service is plan and billing. I want a question.
CUST_275,Customer says: The service is update and okay. I want a okay.
CUST_276,Customer says: The service is question and plan. I want a update.
CUST_276,Customer says: The service is question and plan. I want a okay.
CUST_277,Customer says: The service is billing and update. I want a update.
CUST_277,Customer says: The service is plan and question. I want a okay.
CUST_278,Customer says: The service is plan and billing. I want a billing.
CUST_278,Customer says: The service is billing and plan. I want a okay.
CUST_279,Customer says: The service is update and question. I want a update.
CUST_279,Customer says: The service is okay and update. I want a plan.
CUST_280,Customer says: The service is billing and okay. I want a okay.
CUST_280,Customer says: The service is update and plan. I want a update.
CUST_281,Customer says: The service is update and okay. I want a update.
CUST_281,Customer says: The service is billing and update. I want a billing.
CUST_282,Customer says: The service is okay and plan. I want a billing.
CUST_282,Customer says: The service is plan and plan. I want a billing.
CUST_283,Customer says: The service is okay and question. I want a plan.
CUST_283,Customer says: The service is plan and okay. I want a okay.
CUST_284,Customer says: The service is update and okay. I want a plan.
CUST_284,Customer says: The service is billing and question. I want a update.
CUST_285,Customer says: The service is billing and question. I want a question.
CUST_285,Customer says: The service is question and billing. I want a update.
CUST_286,Customer says: The service is update and question. I want a billing.
CUST_286,Customer says: The service is question and okay. I want a update.
CUST_287,Customer says: The service is plan and question. I want a okay.
CUST_287,Customer says: The service is update and billing. I want a update.
CUST_288,Customer says: The service is slow and slow. I want a frustrated.
CUST_288,Customer says: The service is frustrated and dropped. I want a dropped.
CUST_289,Customer says: The service is update and okay. I want a update.
CUST_289,Customer says: The service is plan and billing. I want a billing.
CUST_290,Customer says: The service is question and okay. I want a question.
CUST_290,Customer says: The service is plan and update. I want a update.
CUST_291,Customer says: The service is okay and question. I want a question.
CUST_291,Customer says: The service is plan and update. I want a question.
CUST_292,Customer says: The service is okay and update. I want a plan.
CUST_292,Customer says: The service is okay and billing. I want a plan.
CUST_293,Customer says: The service is okay and question. I want a billing.
CUST_293,Customer says: The service is plan and question. I want a billing.
CUST_294,Customer says: The service is update and question. I want a okay.
CUST_294,Customer says: The service is plan and billing. I want a question.
CUST_295,Customer says: The service is update and plan. I want a plan.
CUST_295,Customer says: The service is question and update. I want a billing.
CUST_296,Customer says: The service is question and billing. I want a plan.
CUST_296,Customer says: The service is billing and update. I want a okay.
CUST_297,Customer says: The service is update and billing. I want a question.
CUST_297,Customer says: The service is plan and okay. I want a question.
CUST_298,Customer says: The service is question and update. I want a billing.
CUST_298,Customer says: The service is update and billing. I want a update.
CUST_299,Customer says: The service is question and plan. I want a billing.
CUST_299,Customer says: The service is okay and okay. I want a question.
CUST_300,Customer says: The service is update and update. I want a question.
CUST_300,Customer says: The service is okay and okay. I want a update.
CUST_301,Customer says: The service is billing and plan. I want a billing.
CUST_301,Customer says: The service is okay and billing. I want a plan.
CUST_302,Customer says: The service is billing and billing. I want a billing.
CUST_302,Customer says: The service is billing and question. I want a okay.
CUST_303,Customer says: The service is plan and okay. I want a question.
CUST_303,Customer says: The service is question and question. I want a question.
CUST_304,Customer says: The service is billing and okay. I want a update.
CUST_304,Customer says: The service is plan and question. I want a okay.
CUST_305,Customer says: The service is question and question. I want a question.
CUST_305,Customer says: The service is question and question. I want a plan.
CUST_306,Customer says: The service is okay and question. I want a question.
CUST_306,Customer says: The service is question and question. I want a billing.
CUST_307,Customer says: The service is billing and update. I want a question.
CUST_307,Customer says: The service is update and plan. I want a update.
CUST_308,Customer says: The service is okay and billing. I want a billing.
CUST_308,Customer says: The service is question and question. I want a plan.
CUST_309,Customer says: The service is plan and okay. I want a question.
CUST_309,Customer says: The service is question and plan. I want a plan.
CUST_310,Customer says: The service is plan and billing. I want a update.
CUST_310,Customer says: The service is update and question. I want a billing.
CUST_311,Customer says: The service is plan and question. I want a billing.
CUST_311,Customer says: The service is okay and billing. I want a question.
CUST_312,Customer says: The service is update and plan. I want a okay.
CUST_312,Customer says: The service is billing and question. I want a question.
CUST_313,Customer says: The service is plan and question. I want a question.
CUST_313,Customer says: The service is plan and okay. I want a update.
CUST_314,Customer says: The service is update and billing. I want a okay.
CUST_314,Customer says: The service is billing and update. I want a plan.
CUST_315,Customer says: The service is question and update. I want a okay.
CUST_315,Customer says: The service is update and okay. I want a okay.
CUST_316,Customer says: The service is okay and billing. I want a plan.
CUST_316,Customer says: The service is update and plan. I want a question.
CUST_317,Customer says: The service is update and plan. I want a plan.
CUST_317,Customer says: The service is question and okay. I want a update.
CUST_318,Customer says: The service is update and question. I want a okay.
CUST_318,Customer says: The service is update and update. I want a update.
CUST_319,Customer says: The service is okay and question. I want a update.
CUST_319,Customer says: The service is plan and okay. I want a billing.
CUST_320,Customer says: The service is question and plan. I want a update.
CUST_320,Customer says: The service is billing and question. I want a okay.
CUST_321,Customer says: The service is billing and billing. I want a plan.
CUST_321,Customer says: The service is question and plan. I want a plan.
CUST_322,Customer says: The service is update and okay. I want a billing.
CUST_322,Customer says: The service is question and okay. I want a okay.
CUST_323,Customer says: The service is question and okay. I want a update.
CUST_323,Customer says: The service is okay and update. I want a billing.
CUST_324,Customer says: The service is billing and plan. I want a update.
CUST_324,Customer says: The service is billing and okay. I want a question.
CUST_325,Customer says: The service is question and update. I want a plan.
CUST_325,Customer says: The service is okay and update. I want a question.
CUST_326,Customer says: The service is update and okay. I want a billing.
CUST_326,Customer says: The service is okay and billing. I want a billing.
CUST_327,Customer says: The service is billing and update. I want a question.
CUST_327,Customer says: The service is update and question. I want a okay.
CUST_328,Customer says: The service is plan and okay. I want a update.
CUST_328,Customer says: The service is update and question. I want a update.
CUST_329,Customer says: The service is billing and update. I want a question.
CUST_329,Customer says: The service is question and billing. I want a question.
CUST_330,Customer says: The service is plan and okay. I want a update.
CUST_330,Customer says: The service is plan and update. I want a plan.
CUST_331,Customer says: The service is update and billing. I want a question.
CUST_331,Customer says: The service is question and billing. I want a plan.
CUST_332,Customer says: The service is okay and plan. I want a question.
CUST_332,Customer says: The service is okay and update. I want a okay.
CUST_333,Customer says: The service is plan and billing. I want a update.
CUST_333,Customer says: The service is plan and update. I want a okay.
CUST_334,Customer says: The service is question and plan. I want a billing.
CUST_334,Customer says: The service is okay and plan. I want a billing.
CUST_335,Customer says: The service is plan and okay. I want a plan.
CUST_335,Customer says: The service is update and okay. I want a plan.
CUST_336,Customer says: The service is question and plan. I want a update.
CUST_336,Customer says: The service is billing and billing. I want a billing.
CUST_337,Customer says: The service is question and update. I want a okay.
CUST_337,Customer says: The service is billing and update. I want a plan.
CUST_338,Customer says: The service is question and update. I want a update.
CUST_338,Customer says: The service is okay and update. I want a okay.
CUST_339,Customer says: The service is question and question. I want a plan.
CUST_339,Customer says: The service is okay and okay. I want a billing.
CUST_340,Customer says: The service is billing and plan. I want a question.
CUST_340,Customer says: The service is billing and update. I want a question.
CUST_341,Customer says: The service is update and okay. I want a question.
CUST_341,Customer says: The service is plan and okay. I want a okay.
CUST_342,Customer says: The service is update and okay. I want a billing.
CUST_342,Customer says: The service is question and billing. I want a update.
CUST_343,Customer says: The service is frustrated and terrible. I want a dropped.
CUST_343,Customer says: The service is cancel and expensive. I want a terrible.
CUST_344,Customer says: The service is question and plan. I want a okay.
CUST_344,Customer says: The service is update and question. I want a question.
CUST_345,Customer says: The service is question and update. I want a plan.
CUST_345,Customer says: The service is question and okay. I want a question.
CUST_346,Customer says: The service is plan and update. I want a question.
CUST_346,Customer says: The service is question and okay. I want a okay.
CUST_347,Customer says: The service is question and question. I want a okay.
CUST_347,Customer says: The service is plan and billing. I want a billing.
CUST_348,Customer says: The service is question and okay. I want a update.
CUST_348,Customer says: The service is update and billing. I want a plan.
CUST_349,Customer says: The service is billing and question. I want a plan.
CUST_349,Customer says: The service is update and okay. I want a okay.
CUST_350,Customer says: The service is question and billing. I want a question.
CUST_350,Customer says: The service is okay and update. I want a okay.
CUST_351,Customer says: The service is plan and okay. I want a okay.
CUST_351,Customer says: The service is plan and billing. I want a okay.
CUST_352,Customer says: The service is question and okay. I want a question.
CUST_352,Customer says: The service is plan and okay. I want a plan.
CUST_353,Customer says: The service is plan and billing. I want a okay.
CUST_353,Customer says: The service is question and question. I want a okay.
CUST_354,Customer says: The service is billing and billing. I want a billing.
CUST_354,Customer says: The service is question and plan. I want a billing.
CUST_355,Customer says: The service is question and question. I want a plan.
CUST_355,Customer says: The service is okay and okay. I want a billing.
CUST_356,Customer says: The service is billing and plan. I want a billing.
CUST_356,Customer says: The service is plan and question. I want a billing.
CUST_357,Customer says: The service is question and update. I want a plan.
CUST_357,Customer says: The service is update and billing. I want a question.
CUST_358,Customer says: The service is billing and update. I want a billing.
CUST_358,Customer says: The service is okay and update. I want a billing.
CUST_359,Customer says: The service is question and billing. I want a question.
CUST_359,Customer says: The service is okay and billing. I want a okay.
CUST_360,Customer says: The service is update and question. I want a update.
CUST_360,Customer says: The service is question and okay. I want a plan.
CUST_361,Customer says: The service is billing and okay. I want a question.
CUST_361,Customer says: The service is question and question. I want a question.
CUST_362,Customer says: The service is billing and update. I want a plan.
CUST_362,Customer says: The service is billing and question. I want a billing.
CUST_363,Customer says: The service is okay and question. I want a plan.
CUST_363,Customer says: The service is question and plan. I want a plan.
CUST_364,Customer says: The service is update and update. I want a billing.
CUST_364,Customer says: The service is billing and plan. I want a question.
CUST_365,Customer says: The service is okay and okay. I want a question.
CUST_365,Customer says: The service is question and update. I want a okay.
CUST_366,Customer says: The service is plan and billing. I want a update.
CUST_366,Customer says: The service is okay and question. I want a okay.
CUST_367,Customer says: The service is plan and update. I want a question.
CUST_367,Customer says: The service is plan and billing. I want a update.
CUST_368,Customer says: The service is plan and plan. I want a question.
CUST_368,Customer says: The service is billing and plan. I want a update.
CUST_369,Customer says: The service is plan and okay. I want a update.
CUST_369,Customer says: The service is update and plan. I want a question.
CUST_370,Customer says: The service is update and okay. I want a question.
CUST_370,Customer says: The service is question and question. I want a update.
CUST_371,Customer says: The service is question and plan. I want a question.
CUST_371,Customer says: The service is okay and billing. I want a okay.
CUST_372,Customer says: The service is update and question. I want a question.
CUST_372,Customer says: The service is plan and question. I want a okay.
CUST_373,Customer says: The service is update and billing. I want a question.
CUST_373,Customer says: The service is billing and question. I want a update.
CUST_374,Customer says: The service is okay and update. I want a billing.
CUST_374,Customer says: The service is question and billing. I want a okay.
CUST_375,Customer says: The service is update and billing. I want a billing.
CUST_375,Customer says: The service is okay and question. I want a billing.
CUST_376,Customer says: The service is okay and question. I want a question.
CUST_376,Customer says: The service is update and okay. I want a question.
CUST_377,Customer says: The service is update and plan. I want a okay.
CUST_377,Customer says: The service is plan and question. I want a okay.
CUST_378,Customer says: The service is update and question. I want a okay.
CUST_378,Customer says: The service is okay and plan. I want a question.
CUST_379,Customer says: The service is terrible and terrible. I want a dropped.
CUST_379,Customer says: The service is dropped and frustrated. I want a slow.
CUST_380,Customer says: The service is plan and question. I want a question.
CUST_380,Customer says: The service is billing and billing. I want a okay.
CUST_381,Customer says: The service is update and plan. I want a okay.
CUST_381,Customer says: The service is question and billing. I want a update.
CUST_382,Customer says: The service is cancel and frustrated. I want a terrible.
CUST_382,Customer says: The service is frustrated and slow. I want a cancel.
CUST_383,Customer says: The service is okay and update. I want a billing.
CUST_383,Customer says: The service is question and okay. I want a question.
CUST_384,Customer says: The service is billing and okay. I want a okay.
CUST_384,Customer says: The service is question and plan. I want a question.
CUST_385,Customer says: The service is question and plan. I want a billing.
CUST_385,Customer says: The service is billing and okay. I want a update.
CUST_386,Customer says: The service is update and okay. I want a update.
CUST_386,Customer says: The service is question and question. I want a plan.
CUST_387,Customer says: The service is plan and okay. I want a okay.
CUST_387,Customer says: The service is okay and question. I want a update.
CUST_388,Customer says: The service is okay and okay. I want a question.
CUST_388,Customer says: The service is question and question. I want a update.
CUST_389,Customer says: The service is okay and billing. I want a billing.
CUST_389,Customer says: The service is okay and okay. I want a okay.
CUST_390,Customer says: The service is okay and update. I want a billing.
CUST_390,Customer says: The service is plan and billing. I want a billing.
CUST_391,Customer says: The service is question and okay. I want a okay.
CUST_391,Customer says: The service is okay and question. I want a update.
CUST_392,Customer says: The service is update and plan. I want a update.
CUST_392,Customer says: The service is update and okay. I want a billing.
CUST_393,Customer says: The service is update and update. I want a question.
CUST_393,Customer says: The service is plan and question. I want a okay.
CUST_394,Customer says: The service is billing and plan. I want a question.
CUST_394,Customer says: The service is update and update. I want a plan.
CUST_395,Customer says: The service is update and question. I want a question.
CUST_395,Customer says: The service is update and update. I want a okay.
CUST_396,Customer says: The service is billing and plan. I want a question.
CUST_396,Customer says: The service is plan and okay. I want a question.
CUST_397,Customer says: The service is okay and okay. I want a update.
CUST_397,Customer says: The service is plan and plan. I want a update.
CUST_398,Customer says: The service is plan and update. I want a question.
CUST_398,Customer says: The service is okay and okay. I want a plan.
CUST_399,Customer says: The service is billing and okay. I want a update.
CUST_399,Customer says: The service is billing and billing. I want a okay.
CUST_400,Customer says: The service is okay and okay. I want a update.
CUST_400,Customer says: The service is billing and plan. I want a update.
CUST_401,Customer says: The service is question and okay. I want a billing.
CUST_401,Customer says: The service is update and question. I want a update.
CUST_402,Customer says: The service is update and plan. I want a plan.
CUST_402,Customer says: The service is update and question. I want a billing.
CUST_403,Customer says: The service is billing and okay. I want a okay.
CUST_403,Customer says: The service is billing and update. I want a update.
CUST_404,Customer says: The service is plan and plan. I want a okay.
CUST_404,Customer says: The service is billing and update. I want a billing.
CUST_405,Customer says: The service is question and billing. I want a question.
CUST_405,Customer says: The service is plan and plan. I want a okay.
CUST_406,Customer says: The service is billing and billing. I want a question.
CUST_406,Customer says: The service is plan and question. I want a plan.
CUST_407,Customer says: The service is question and plan. I want a question.
CUST_407,Customer says: The service is plan and question. I want a billing.
CUST_408,Customer says: The service is okay and question. I want a okay.
CUST_408,Customer says: The service is billing and billing. I want a plan.
CUST_409,Customer says: The service is okay and update. I want a plan.
CUST_409,Customer says: The service is okay and question. I want a question.
CUST_410,Customer says: The service is billing and update. I want a question.
CUST_410,Customer says: The service is okay and okay. I want a question.
CUST_411,Customer says: The service is okay and okay. I want a billing.
CUST_411,Customer says: The service is update and billing. I want a update.
CUST_412,Customer says: The service is okay and update. I want a okay.
CUST_412,Customer says: The service is okay and billing. I want a billing.
CUST_413,Customer says: The service is plan and question. I want a plan.
CUST_413,Customer says: The service is plan and update. I want a okay.
CUST_414,Customer says: The service is okay and okay. I want a question.
CUST_414,Customer says: The service is update and update. I want a okay.
CUST_415,Customer says: The service is plan and question. I want a plan.
CUST_415,Customer says: The service is billing and update. I want a update.
CUST_416,Customer says: The service is plan and question. I want a update.
CUST_416,Customer says: The service is plan and question. I want a plan.
CUST_417,Customer says: The service is question and okay. I want a question.
CUST_417,Customer says: The service is billing and okay. I want a plan.
CUST_418,Customer says: The service is cancel and cancel. I want a expensive.
CUST_418,Customer says: The service is expensive and frustrated. I want a slow.
CUST_419,Customer says: The service is plan and update. I want a update.
CUST_419,Customer says: The service is billing and question. I want a question.
CUST_420,Customer says: The service is update and plan. I want a billing.
CUST_420,Customer says: The service is question and question. I want a okay.
CUST_421,Customer says: The service is update and plan. I want a billing.
CUST_421,Customer says: The service is question and okay. I want a update.
CUST_422,Customer says: The service is update and billing. I want a question.
CUST_422,Customer says: The service is billing and billing. I want a okay.
CUST_423,Customer says: The service is update and plan. I want a update.
CUST_423,Customer says: The service is update and okay. I want a plan.
CUST_424,Customer says: The service is question and plan. I want a question.
CUST_424,Customer says: The service is plan and billing. I want a plan.
CUST_425,Customer says: The service is okay and question. I want a update.
CUST_425,Customer says: The service is okay and question. I want a question.
CUST_426,Customer says: The service is update and billing. I want a okay.
CUST_426,Customer says: The service is update and update. I want a billing.
CUST_427,Customer says: The service is okay and update. I want a billing.
CUST_427,Customer says: The service is okay and plan. I want a question.
CUST_428,Customer says: The service is billing and question. I want a plan.
CUST_428,Customer says: The service is update and update. I want a okay.
CUST_429,Customer says: The service is billing and billing. I want a okay.
CUST_429,Customer says: The service is question and update. I want a update.
CUST_430,Customer says: The service is billing and billing. I want a okay.
CUST_430,Customer says: The service is plan and question. I want a plan.
CUST_431,Customer says: The service is plan and billing. I want a billing.
CUST_431,Customer says: The service is billing and plan. I want a question.
CUST_432,Customer says: The service is billing and update. I want a question.
CUST_432,Customer says: The service is update and question. I want a billing.
CUST_433,Customer says: The service is okay and billing. I want a plan.
CUST_433,Customer says: The service is plan and question. I want a plan.
CUST_434,Customer says: The service is billing and update. I want a billing.
CUST_434,Customer says: The service is question and plan. I want a update.
CUST_435,Customer says: The service is okay and update. I want a update.
CUST_435,Customer says: The service is billing and okay. I want a question.
CUST_436,Customer says: The service is question and update. I want a update.
CUST_436,Customer says: The service is plan and okay. I want a update.
CUST_437,Customer says: The service is plan and okay. I want a question.
CUST_437,Customer says: The service is plan and okay. I want a plan.
CUST_438,Customer says: The service is update and billing. I want a question.
CUST_438,Customer says: The service is update and update. I want a okay.
CUST_439,Customer says: The service is plan and question. I want a update.
CUST_439,Customer says: The service is okay and question. I want a plan.
CUST_440,Customer says: The service is update and update. I want a update.
CUST_440,Customer says: The service is question and question. I want a question.
CUST_441,Customer says: The service is question and okay. I want a billing.
CUST_441,Customer says: The service is okay and update. I want a okay.
CUST_442,Customer says: The service is expensive and frustrated. I want a dropped.
CUST_442,Customer says: The service is expensive and frustrated. I want a expensive.
CUST_443,Customer says: The service is update and question. I want a plan.
CUST_443,Customer says: The service is update and question. I want a billing.
CUST_444,Customer says: The service is update and okay. I want a question.
CUST_444,Customer says: The service is plan and plan. I want a okay.
CUST_445,Customer says: The service is okay and plan. I want a question.
CUST_445,Customer says: The service is update and okay. I want a okay.
CUST_446,Customer says: The service is okay and billing. I want a question.
CUST_446,Customer says: The service is question and question. I want a question.
CUST_447,Customer says: The service is question and plan. I want a okay.
CUST_447,Customer says: The service is plan and billing. I want a update.
CUST_448,Customer says: The service is okay and billing. I want a plan.
CUST_448,Customer says: The service is update and billing. I want a update.
CUST_449,Customer says: The service is billing and plan. I want a update.
CUST_449,Customer says: The service is billing and plan. I want a okay.
CUST_450,Customer says: The service is plan and plan. I want a okay.
CUST_450,Customer says: The service is plan and okay. I want a okay.
CUST_451,Customer says: The service is okay and billing. I want a update.
CUST_451,Customer says: The service is billing and okay. I want a update.
CUST_452,Customer says: The service is update and okay. I want a update.
CUST_452,Customer says: The service is update and billing. I want a update.
CUST_453,Customer says: The service is okay and question. I want a question.
CUST_453,Customer says: The service is question and okay. I want a question.
CUST_454,Customer says: The service is billing and okay. I want a okay.
CUST_454,Customer says: The service is okay and update. I want a update.
CUST_455,Customer says: The service is update and plan. I want a billing.
CUST_455,Customer says: The service is okay and okay. I want a update.
CUST_456,Customer says: The service is okay and okay. I want a question.
CUST_456,Customer says: The service is okay and plan. I want a update.
CUST_457,Customer says: The service is billing and billing. I want a question.
CUST_457,Customer says: The service is billing and billing. I want a update.
CUST_458,Customer says: The service is terrible and expensive. I want a dropped.
CUST_458,Customer says: The service is slow and expensive. I want a dropped.
CUST_459,Customer says: The service is billing and billing. I want a update.
CUST_459,Customer says: The service is okay and question. I want a billing.
CUST_460,Customer says: The service is question and plan. I want a plan.
CUST_460,Customer says: The service is okay and billing. I want a update.
CUST_461,Customer says: The service is billing and question. I want a plan.
CUST_461,Customer says: The service is question and okay. I want a plan.
CUST_462,Customer says: The service is update and plan. I want a billing.
CUST_462,Customer says: The service is billing and plan. I want a okay.
CUST_463,Customer says: The service is billing and billing. I want a update.
CUST_463,Customer says: The service is plan and billing. I want a okay.
CUST_464,Customer says: The service is dropped and expensive. I want a terrible.
CUST_464,Customer says: The service is frustrated and slow. I want a cancel.
CUST_465,Customer says: The service is plan and okay. I want a okay.
CUST_465,Customer says: The service is update and plan. I want a billing.
CUST_466,Customer says: The service is update and billing. I want a question.
CUST_466,Customer says: The service is okay and question. I want a okay.
CUST_467,Customer says: The service is update and billing. I want a billing.
CUST_467,Customer says: The service is update and plan. I want a question.
CUST_468,Customer says: The service is question and billing. I want a billing.
CUST_468,Customer says: The service is billing and update. I want a plan.
CUST_469,Customer says: The service is question and okay. I want a update.
CUST_469,Customer says: The service is question and plan. I want a update.
CUST_470,Customer says: The service is question and update. I want a question.
CUST_470,Customer says: The service is question and plan. I want a okay.
CUST_471,Customer says: The service is plan and question. I want a update.
CUST_471,Customer says: The service is plan and okay. I want a question.
CUST_472,Customer says: The service is plan and plan. I want a plan.
CUST_472,Customer says: The service is plan and update. I want a okay.
CUST_473,Customer says: The service is okay and question. I want a billing.
CUST_473,Customer says: The service is update and question. I want a question.
CUST_474,Customer says: The service is plan and billing. I want a billing.
CUST_474,Customer says: The service is update and billing. I want a question.
CUST_475,Customer says: The service is billing and billing. I want a okay.
CUST_475,Customer says: The service is question and billing. I want a billing.
CUST_476,Customer says: The service is plan and billing. I want a billing.
CUST_476,Customer says: The service is okay and question. I want a update.
CUST_477,Customer says: The service is question and plan. I want a question.
CUST_477,Customer says: The service is billing and plan. I want a question.
CUST_478,Customer says: The service is plan and update. I want a question.
CUST_478,Customer says: The service is billing and plan. I want a okay.
CUST_479,Customer says: The service is plan and okay. I want a billing.
CUST_479,Customer says: The service is update and okay. I want a update.
CUST_480,Customer says: The service is plan and billing. I want a okay.
CUST_480,Customer says: The service is plan and question. I want a plan.
CUST_481,Customer says: The service is update and billing. I want a billing.
CUST_481,Customer says: The service is plan and question. I want a update.
CUST_482,Customer says: The service is plan and plan. I want a billing.
CUST_482,Customer says: The service is update and question. I want a billing.
CUST_483,Customer says: The service is plan and billing. I want a billing.
CUST_483,Customer says: The service is okay and billing. I want a billing.
CUST_484,Customer says: The service is update and billing. I want a question.
CUST_484,Customer says: The service is plan and update. I want a billing.
CUST_485,Customer says: The service is question and plan. I want a update.
CUST_485,Customer says: The service is question and billing. I want a okay.
CUST_486,Customer says: The service is okay and update. I want a question.
CUST_486,Customer says: The service is plan and question. I want a okay.
CUST_487,Customer says: The service is update and billing. I want a question.
CUST_487,Customer says: The service is okay and plan. I want a update.
CUST_488,Customer says: The service is billing and question. I want a plan.
CUST_488,Customer says: The service is billing and okay. I want a okay.
CUST_489,Customer says: The service is plan and okay. I want a update.
CUST_489,Customer says: The service is plan and okay. I want a question.
CUST_490,Customer says: The service is okay and update. I want a billing.
CUST_490,Customer says: The service is billing and okay. I want a billing.
CUST_491,Customer says: The service is okay and update. I want a billing.
CUST_491,Customer says: The service is question and okay. I want a billing.
CUST_492,Customer says: The service is update and update. I want a question.
CUST_492,Customer says: The service is update and update. I want a billing.
CUST_493,Customer says: The service is okay and plan. I want a update.
CUST_493,Customer says: The service is update and plan. I want a update.
CUST_494,Customer says: The service is billing and billing. I want a plan.
CUST_494,Customer says: The service is update and update. I want a okay.
CUST_495,Customer says: The service is update and billing. I want a question.
CUST_495,Customer says: The service is question and question. I want a question.
CUST_496,Customer says: The service is update and update. I want a okay.
CUST_496,Customer says: The service is update and question. I want a plan.
CUST_497,Customer says: The service is plan and billing. I want a billing.
CUST_497,Customer says: The service is update and plan. I want a question.
CUST_498,Customer says: The service is question and question. I want a update.
CUST_498,Customer says: The service is update and okay. I want a question.
CUST_499,Customer says: The service is question and update. I want a update.
CUST_499,Customer says: The service is okay and okay. I want a billing.
CUST_500,Customer says: The service is plan and question. I want a question.
CUST_500,Customer says: The service is okay and okay. I want a billing.
CUST_501,Customer says: The service is expensive and slow. I want a expensive.
CUST_501,Customer says: The service is frustrated and dropped. I want a slow.
CUST_502,Customer says: The service is okay and billing. I want a billing.
CUST_502,Customer says: The service is question and okay. I want a okay.
CUST_503,Customer says: The service is update and update. I want a update.
CUST_503,Customer says: The service is question and billing. I want a okay.
CUST_504,Customer says: The service is okay and billing. I want a okay.
CUST_504,Customer says: The service is billing and question. I want a question.
CUST_505,Customer says: The service is question and billing. I want a billing.
CUST_505,Customer says: The service is plan and okay. I want a okay.
CUST_506,Customer says: The service is plan and plan. I want a question.
CUST_506,Customer says: The service is plan and billing. I want a update.
CUST_507,Customer says: The service is billing and plan. I want a okay.
CUST_507,Customer says: The service is billing and okay. I want a billing.
CUST_508,Customer says: The service is okay and billing. I want a okay.
CUST_508,Customer says: The service is update and question. I want a billing.
CUST_509,Customer says: The service is update and question. I want a billing.
CUST_509,Customer says: The service is update and update. I want a update.
CUST_510,Customer says: The service is plan and okay. I want a question.
CUST_510,Customer says: The service is okay and okay. I want a okay.
CUST_511,Customer says: The service is update and okay. I want a plan.
CUST_511,Customer says: The service is billing and update. I want a question.
CUST_512,Customer says: The service is billing and billing. I want a billing.
CUST_512,Customer says: The service is okay and okay. I want a update.
CUST_513,Customer says: The service is okay and okay. I want a okay.
CUST_513,Customer says: The service is update and update. I want a plan.
CUST_514,Customer says: The service is plan and plan. I want a plan.
CUST_514,Customer says: The service is billing and billing. I want a plan.
CUST_515,Customer says: The service is plan and question. I want a billing.
CUST_515,Customer says: The service is question and question. I want a okay.
CUST_516,Customer says: The service is update and billing. I want a plan.
CUST_516,Customer says: The service is plan and update. I want a billing.
CUST_517,Customer says: The service is plan and plan. I want a okay.
CUST_517,Customer says: The service is question and plan. I want a billing.
CUST_518,Customer says: The service is update and okay. I want a billing.
CUST_518,Customer says: The service is okay and question. I want a plan.
CUST_519,Customer says: The service is billing and update. I want a question.
CUST_519,Customer says: The service is question and okay. I want a question.
CUST_520,Customer says: The service is billing and okay. I want a question.
CUST_520,Customer says: The service is update and billing. I want a update.
CUST_521,Customer says: The service is update and okay. I want a plan.
CUST_521,Customer says: The service is okay and billing. I want a billing.
CUST_522,Customer says: The service is okay and plan. I want a okay.
CUST_522,Customer says: The service is billing and plan. I want a billing.
CUST_523,Customer says: The service is plan and plan. I want a okay.
CUST_523,Customer says: The service is okay and okay. I want a plan.
CUST_524,Customer says: The service is plan and billing. I want a update.
CUST_524,Customer says: The service is okay and billing. I want a billing.
CUST_525,Customer says: The service is question and okay. I want a billing.
CUST_525,Customer says: The service is question and okay. I want a plan.
CUST_526,Customer says: The service is question and plan. I want a update.
CUST_526,Customer says: The service is update and update. I want a update.
CUST_527,Customer says: The service is billing and update. I want a billing.
CUST_527,Customer says: The service is billing and okay. I want a billing.
CUST_528,Customer says: The service is billing and update. I want a billing.
CUST_528,Customer says: The service is plan and update. I want a question.
CUST_529,Customer says: The service is terrible and slow. I want a expensive.
CUST_529,Customer says: The service is terrible and expensive. I want a dropped.
CUST_530,Customer says: The service is question and okay. I want a okay.
CUST_530,Customer says: The service is update and okay. I want a plan.
CUST_531,Customer says: The service is okay and plan. I want a okay.
CUST_531,Customer says: The service is okay and okay. I want a billing.
CUST_532,Customer says: The service is billing and okay. I want a plan.
CUST_532,Customer says: The service is update and question. I want a billing.
CUST_533,Customer says: The service is okay and question. I want a billing.
CUST_533,Customer says: The service is update and plan. I want a okay.
CUST_534,Customer says: The service is update and billing. I want a okay.
CUST_534,Customer says: The service is question and plan. I want a billing.
CUST_535,Customer says: The service is expensive and cancel. I want a frustrated.
CUST_535,Customer says: The service is terrible and expensive. I want a dropped.
CUST_536,Customer says: The service is billing and question. I want a plan.
CUST_536,Customer says: The service is update and update. I want a question.
CUST_537,Customer says: The service is okay and okay. I want a update.
CUST_537,Customer says: The service is question and question. I want a question.
CUST_538,Customer says: The service is plan and okay. I want a okay.
CUST_538,Customer says: The service is plan and billing. I want a plan.
CUST_539,Customer says: The service is question and plan. I want a question.
